run_id,sample_id,question_type,difficulty,modalities,strategy,k,expected_evidence_count,hit_evidence_count,hit_at_k,recall_at_k,mrr,context_precision,context_recall,latency_ms,returned_chunks,chunk_ids,content_types,hit_evidence_ids,question,evidence_rank_improved,evidence_rank_worsened,evidence_lost_after_rerank,evidence_gained_after_rerank,router_name,route,selected_strategy,use_graph,use_rerank,reason
query_router_ablation_v0_001,EVAL-0003,fact,easy,text,router_always_q015_rerank,5,2,0,0.0,0.0,0.0,0.0,0.0,678.33,5,doc_003_incident_report-chunk-001 | doc_001_equipment-chunk-001 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-003 | doc_002_safety_rules-chunk-000,text | text | text | text | text,,What is Filter-F33?,0,0,2,0,router_always_q015_rerank,always_rerank,bm25_vector_rrf_q015_rerank,False,True,Negative-control router: always applies a summary-biased reranker.
query_router_ablation_v0_001,EVAL-0003,fact,easy,text,router_oracle_by_type,5,2,2,1.0,1.0,1.0,0.2,1.0,0.66,5,doc_001_equipment-chunk-003 | doc_003_incident_report-chunk-001 | doc_003_incident_report-chunk-003 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-002,text | text | text | text | text,E1 | E2,What is Filter-F33?,0,0,0,0,router_oracle_by_type,oracle_fact,bm25,False,False,Upper-bound router: chooses the best historical strategy for this question_type.
query_router_ablation_v0_001,EVAL-0004,entity_relation,easy,text,router_safe,5,1,1,1.0,1.0,1.0,0.2,1.0,0.81,5,doc_002_safety_rules-chunk-000 | doc_002_safety_rules-chunk-002 | doc_002_safety_rules-chunk-001 | doc_003_incident_report-chunk-000 | doc_001_equipment-chunk-000,text | text | text | text | text,E1,What does Safety-Regulation-42 require for BluePump-X100?,0,0,0,0,router_safe,exact_or_numeric,bm25,False,False,"Exact IDs, entity names, and numeric values are safest with BM25."
query_router_ablation_v0_001,EVAL-0004,entity_relation,easy,text,router_graph_rerank,5,1,1,1.0,1.0,1.0,0.2,1.0,1385.98,5,doc_002_safety_rules-chunk-000 | doc_002_safety_rules-chunk-002 | doc_001_equipment-chunk-000 | doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-002,text | text | text | text | text,E1,What does Safety-Regulation-42 require for BluePump-X100?,0,0,0,0,router_graph_rerank,graph_enriched,bm25_vector_graph_rrf_query_rerank,True,True,Use Graph-enriched fusion and query-aware rerank for complex questions.
query_router_ablation_v0_001,EVAL-0004,entity_relation,easy,text,router_always_q015_rerank,5,1,1,1.0,1.0,0.3333,0.2,1.0,665.34,5,doc_001_equipment-chunk-001 | doc_002_safety_rules-chunk-002 | doc_002_safety_rules-chunk-000 | doc_003_incident_report-chunk-002 | doc_003_incident_report-chunk-000,text | text | text | text | text,E1,What does Safety-Regulation-42 require for BluePump-X100?,0,1,0,0,router_always_q015_rerank,always_rerank,bm25_vector_rrf_q015_rerank,False,True,Negative-control router: always applies a summary-biased reranker.
query_router_ablation_v0_001,EVAL-0004,entity_relation,easy,text,router_oracle_by_type,5,1,1,1.0,1.0,1.0,0.2,1.0,0.81,5,doc_002_safety_rules-chunk-000 | doc_002_safety_rules-chunk-002 | doc_002_safety_rules-chunk-001 | doc_003_incident_report-chunk-000 | doc_001_equipment-chunk-000,text | text | text | text | text,E1,What does Safety-Regulation-42 require for BluePump-X100?,0,0,0,0,router_oracle_by_type,oracle_entity_relation,bm25,False,False,Upper-bound router: chooses the best historical strategy for this question_type.
query_router_ablation_v0_001,EVAL-0005,cross_paragraph,medium,text,router_safe,5,3,3,1.0,1.0,1.0,0.4,1.0,673.54,5,doc_001_equipment-chunk-002 | doc_001_equipment-chunk-001 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-003,text | text | text | text | text,E1 | E2 | E3,Which sensors report to ControlSystem-CS1?,0,0,0,0,router_safe,multi_evidence,bm25_vector_rrf,False,False,"Multi-evidence questions can contain exact IDs, but need broader BM25+Vector coverage instead of pure BM25."
query_router_ablation_v0_001,EVAL-0005,cross_paragraph,medium,text,router_graph_rerank,5,3,3,1.0,1.0,1.0,0.4,1.0,1.03,5,doc_001_equipment-chunk-001 | doc_001_equipment-chunk-002 | doc_003_incident_report-chunk-000 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-003,text | text | text | text | text,E1 | E2 | E3,Which sensors report to ControlSystem-CS1?,0,0,0,0,router_graph_rerank,exact_or_numeric,bm25,False,False,Keep exact/numeric questions on BM25.
query_router_ablation_v0_001,EVAL-0005,cross_paragraph,medium,text,router_always_q015_rerank,5,3,2,1.0,0.6667,1.0,0.2,0.6667,673.71,5,doc_001_equipment-chunk-001 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-003 | doc_002_safety_rules-chunk-000 | doc_003_incident_report-chunk-000,text | text | text | text | text,E1 | E2,Which sensors report to ControlSystem-CS1?,2,0,1,0,router_always_q015_rerank,always_rerank,bm25_vector_rrf_q015_rerank,False,True,Negative-control router: always applies a summary-biased reranker.
query_router_ablation_v0_001,EVAL-0005,cross_paragraph,medium,text,router_oracle_by_type,5,3,3,1.0,1.0,1.0,0.4,1.0,1.03,5,doc_001_equipment-chunk-001 | doc_001_equipment-chunk-002 | doc_003_incident_report-chunk-000 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-003,text | text | text | text | text,E1 | E2 | E3,Which sensors report to ControlSystem-CS1?,0,0,0,0,router_oracle_by_type,oracle_cross_paragraph,bm25,False,False,Upper-bound router: chooses the best historical strategy for this question_type.
query_router_ablation_v0_001,EVAL-0006,entity_relation,easy,text,router_safe,5,1,1,1.0,1.0,1.0,0.2,1.0,0.7,5,doc_001_equipment-chunk-001 | doc_004_pipeline_inspection-chunk-000 | doc_001_equipment-chunk-002 | doc_003_incident_report-chunk-003 | doc_003_incident_report-chunk-000,text | text | text | text | text,E1,What does Sensor T-200 monitor?,0,0,0,0,router_safe,exact_or_numeric,bm25,False,False,"Exact IDs, entity names, and numeric values are safest with BM25."
query_router_ablation_v0_001,EVAL-0006,entity_relation,easy,text,router_graph_rerank,5,1,1,1.0,1.0,1.0,0.2,1.0,1451.41,5,doc_001_equipment-chunk-001 | doc_002_safety_rules-chunk-002 | doc_001_equipment-chunk-002 | doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-003,text | text | text | text | text,E1,What does Sensor T-200 monitor?,0,0,0,0,router_graph_rerank,graph_enriched,bm25_vector_graph_rrf_query_rerank,True,True,Use Graph-enriched fusion and query-aware rerank for complex questions.
query_router_ablation_v0_001,EVAL-0006,entity_relation,easy,text,router_always_q015_rerank,5,1,1,1.0,1.0,1.0,0.2,1.0,697.41,5,doc_001_equipment-chunk-001 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-003 | doc_003_incident_report-chunk-002 | doc_003_incident_report-chunk-000,text | text | text | text | text,E1,What does Sensor T-200 monitor?,0,0,0,0,router_always_q015_rerank,always_rerank,bm25_vector_rrf_q015_rerank,False,True,Negative-control router: always applies a summary-biased reranker.
query_router_ablation_v0_001,EVAL-0006,entity_relation,easy,text,router_oracle_by_type,5,1,1,1.0,1.0,1.0,0.2,1.0,0.7,5,doc_001_equipment-chunk-001 | doc_004_pipeline_inspection-chunk-000 | doc_001_equipment-chunk-002 | doc_003_incident_report-chunk-003 | doc_003_incident_report-chunk-000,text | text | text | text | text,E1,What does Sensor T-200 monitor?,0,0,0,0,router_oracle_by_type,oracle_entity_relation,bm25,False,False,Upper-bound router: chooses the best historical strategy for this question_type.
query_router_ablation_v0_001,EVAL-0007,numeric,easy,text,router_safe,5,1,1,1.0,1.0,1.0,0.2,1.0,0.77,5,doc_002_safety_rules-chunk-001 | doc_001_equipment-chunk-000 | doc_001_equipment-chunk-003 | doc_002_safety_rules-chunk-000 | doc_004_pipeline_inspection-chunk-002,text | text | text | text | image,E1,What is the design pressure of Pipeline-7A?,0,0,0,0,router_safe,exact_or_numeric,bm25,False,False,"Exact IDs, entity names, and numeric values are safest with BM25."
query_router_ablation_v0_001,EVAL-0007,numeric,easy,text,router_graph_rerank,5,1,1,1.0,1.0,1.0,0.2,1.0,0.77,5,doc_002_safety_rules-chunk-001 | doc_001_equipment-chunk-000 | doc_001_equipment-chunk-003 | doc_002_safety_rules-chunk-000 | doc_004_pipeline_inspection-chunk-002,text | text | text | text | image,E1,What is the design pressure of Pipeline-7A?,0,0,0,0,router_graph_rerank,exact_or_numeric,bm25,False,False,Keep exact/numeric questions on BM25.
query_router_ablation_v0_001,EVAL-0007,numeric,easy,text,router_always_q015_rerank,5,1,0,0.0,0.0,0.0,0.0,0.0,708.59,5,doc_003_incident_report-chunk-001 | doc_003_incident_report-chunk-003 | doc_002_safety_rules-chunk-000 | doc_003_incident_report-chunk-002 | doc_003_incident_report-chunk-000,text | text | text | text | text,,What is the design pressure of Pipeline-7A?,0,0,1,0,router_always_q015_rerank,always_rerank,bm25_vector_rrf_q015_rerank,False,True,Negative-control router: always applies a summary-biased reranker.
query_router_ablation_v0_001,EVAL-0007,numeric,easy,text,router_oracle_by_type,5,1,1,1.0,1.0,1.0,0.2,1.0,0.77,5,doc_002_safety_rules-chunk-001 | doc_001_equipment-chunk-000 | doc_001_equipment-chunk-003 | doc_002_safety_rules-chunk-000 | doc_004_pipeline_inspection-chunk-002,text | text | text | text | image,E1,What is the design pressure of Pipeline-7A?,0,0,0,0,router_oracle_by_type,oracle_numeric,bm25,False,False,Upper-bound router: chooses the best historical strategy for this question_type.
query_router_ablation_v0_001,EVAL-0008,numeric,easy,text,router_safe,5,1,1,1.0,1.0,1.0,0.2,1.0,0.72,5,doc_002_safety_rules-chunk-001 | doc_004_pipeline_inspection-chunk-001 | doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-002 | doc_001_equipment-chunk-000,text | table | text | text | text,E1,What is the alarm threshold for Pipeline-7A?,0,0,0,0,router_safe,exact_or_numeric,bm25,False,False,"Exact IDs, entity names, and numeric values are safest with BM25."
query_router_ablation_v0_001,EVAL-0008,numeric,easy,text,router_graph_rerank,5,1,1,1.0,1.0,1.0,0.2,1.0,0.72,5,doc_002_safety_rules-chunk-001 | doc_004_pipeline_inspection-chunk-001 | doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-002 | doc_001_equipment-chunk-000,text | table | text | text | text,E1,What is the alarm threshold for Pipeline-7A?,0,0,0,0,router_graph_rerank,exact_or_numeric,bm25,False,False,Keep exact/numeric questions on BM25.
query_router_ablation_v0_001,EVAL-0008,numeric,easy,text,router_always_q015_rerank,5,1,0,0.0,0.0,0.0,0.0,0.0,658.96,5,doc_003_incident_report-chunk-001 | doc_001_equipment-chunk-001 | doc_003_incident_report-chunk-003 | doc_002_safety_rules-chunk-000 | doc_003_incident_report-chunk-002,text | text | text | text | text,,What is the alarm threshold for Pipeline-7A?,0,0,1,0,router_always_q015_rerank,always_rerank,bm25_vector_rrf_q015_rerank,False,True,Negative-control router: always applies a summary-biased reranker.
query_router_ablation_v0_001,EVAL-0008,numeric,easy,text,router_oracle_by_type,5,1,1,1.0,1.0,1.0,0.2,1.0,0.72,5,doc_002_safety_rules-chunk-001 | doc_004_pipeline_inspection-chunk-001 | doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-002 | doc_001_equipment-chunk-000,text | table | text | text | text,E1,What is the alarm threshold for Pipeline-7A?,0,0,0,0,router_oracle_by_type,oracle_numeric,bm25,False,False,Upper-bound router: chooses the best historical strategy for this question_type.
query_router_ablation_v0_001,EVAL-0009,numeric,medium,text,router_safe,5,1,1,1.0,1.0,1.0,0.2,1.0,0.77,5,doc_002_safety_rules-chunk-001 | doc_001_equipment-chunk-001 | doc_003_incident_report-chunk-000 | doc_001_equipment-chunk-002 | doc_004_pipeline_inspection-chunk-000,text | text | text | text | text,E1,When must Sensor P-210 trigger a high-pressure alarm?,0,0,0,0,router_safe,exact_or_numeric,bm25,False,False,"Exact IDs, entity names, and numeric values are safest with BM25."
query_router_ablation_v0_001,EVAL-0009,numeric,medium,text,router_graph_rerank,5,1,1,1.0,1.0,1.0,0.2,1.0,0.77,5,doc_002_safety_rules-chunk-001 | doc_001_equipment-chunk-001 | doc_003_incident_report-chunk-000 | doc_001_equipment-chunk-002 | doc_004_pipeline_inspection-chunk-000,text | text | text | text | text,E1,When must Sensor P-210 trigger a high-pressure alarm?,0,0,0,0,router_graph_rerank,exact_or_numeric,bm25,False,False,Keep exact/numeric questions on BM25.
query_router_ablation_v0_001,EVAL-0009,numeric,medium,text,router_always_q015_rerank,5,1,0,0.0,0.0,0.0,0.0,0.0,676.75,5,doc_001_equipment-chunk-001 | doc_002_safety_rules-chunk-002 | doc_002_safety_rules-chunk-000 | doc_003_incident_report-chunk-002 | doc_003_incident_report-chunk-000,text | text | text | text | text,,When must Sensor P-210 trigger a high-pressure alarm?,0,0,1,0,router_always_q015_rerank,always_rerank,bm25_vector_rrf_q015_rerank,False,True,Negative-control router: always applies a summary-biased reranker.
query_router_ablation_v0_001,EVAL-0009,numeric,medium,text,router_oracle_by_type,5,1,1,1.0,1.0,1.0,0.2,1.0,0.77,5,doc_002_safety_rules-chunk-001 | doc_001_equipment-chunk-001 | doc_003_incident_report-chunk-000 | doc_001_equipment-chunk-002 | doc_004_pipeline_inspection-chunk-000,text | text | text | text | text,E1,When must Sensor P-210 trigger a high-pressure alarm?,0,0,0,0,router_oracle_by_type,oracle_numeric,bm25,False,False,Upper-bound router: chooses the best historical strategy for this question_type.
query_router_ablation_v0_001,EVAL-0010,causal_reasoning,medium,text,router_safe,5,3,3,1.0,1.0,1.0,0.4,1.0,663.01,5,doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-001 | doc_003_incident_report-chunk-003 | doc_004_pipeline_inspection-chunk-000 | doc_003_incident_report-chunk-002,text | text | text | text | text,E1 | E2 | E3,What happened in incident IR-2024-017?,0,0,0,0,router_safe,multi_evidence,bm25_vector_rrf,False,False,"Multi-evidence questions can contain exact IDs, but need broader BM25+Vector coverage instead of pure BM25."
query_router_ablation_v0_001,EVAL-0010,causal_reasoning,medium,text,router_graph_rerank,5,3,3,1.0,1.0,1.0,0.4,1.0,1391.95,5,doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-001 | doc_003_incident_report-chunk-003 | doc_003_incident_report-chunk-002 | doc_004_pipeline_inspection-chunk-000,text | text | text | text | text,E1 | E2 | E3,What happened in incident IR-2024-017?,0,0,0,0,router_graph_rerank,graph_enriched,bm25_vector_graph_rrf_query_rerank,True,True,Use Graph-enriched fusion and query-aware rerank for complex questions.
query_router_ablation_v0_001,EVAL-0010,causal_reasoning,medium,text,router_always_q015_rerank,5,3,1,1.0,0.3333,1.0,0.2,0.3333,663.18,5,doc_003_incident_report-chunk-001 | doc_001_equipment-chunk-001 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-003 | doc_002_safety_rules-chunk-000,text | text | text | text | text,E3,What happened in incident IR-2024-017?,1,0,2,0,router_always_q015_rerank,always_rerank,bm25_vector_rrf_q015_rerank,False,True,Negative-control router: always applies a summary-biased reranker.
query_router_ablation_v0_001,EVAL-0010,causal_reasoning,medium,text,router_oracle_by_type,5,3,3,1.0,1.0,1.0,0.4,1.0,0.7,5,doc_003_incident_report-chunk-001 | doc_003_incident_report-chunk-000 | doc_004_pipeline_inspection-chunk-000 | doc_003_incident_report-chunk-003 | doc_003_incident_report-chunk-002,text | text | text | text | text,E1 | E2 | E3,What happened in incident IR-2024-017?,0,0,0,0,router_oracle_by_type,oracle_causal_reasoning,bm25,False,False,Upper-bound router: chooses the best historical strategy for this question_type.
query_router_ablation_v0_001,EVAL-0011,cross_document,hard,text,router_safe,5,2,2,1.0,1.0,1.0,0.4,1.0,701.52,5,doc_002_safety_rules-chunk-000 | doc_003_incident_report-chunk-002 | doc_002_safety_rules-chunk-002 | doc_002_safety_rules-chunk-001 | doc_003_incident_report-chunk-000,text | text | text | text | text,E1 | E2,Which safety device required by Safety-Regulation-42 was verified after IR-2024-017?,0,0,0,0,router_safe,multi_evidence,bm25_vector_rrf,False,False,"Multi-evidence questions can contain exact IDs, but need broader BM25+Vector coverage instead of pure BM25."
query_router_ablation_v0_001,EVAL-0011,cross_document,hard,text,router_graph_rerank,5,2,2,1.0,1.0,1.0,0.4,1.0,1447.38,5,doc_002_safety_rules-chunk-000 | doc_003_incident_report-chunk-002 | doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-003 | doc_003_incident_report-chunk-001,text | text | text | text | text,E1 | E2,Which safety device required by Safety-Regulation-42 was verified after IR-2024-017?,1,0,0,0,router_graph_rerank,graph_enriched,bm25_vector_graph_rrf_query_rerank,True,True,Use Graph-enriched fusion and query-aware rerank for complex questions.
query_router_ablation_v0_001,EVAL-0011,cross_document,hard,text,router_always_q015_rerank,5,2,1,1.0,0.5,0.2,0.2,0.5,701.75,5,doc_003_incident_report-chunk-001 | doc_001_equipment-chunk-001 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-003 | doc_002_safety_rules-chunk-000,text | text | text | text | text,E1,Which safety device required by Safety-Regulation-42 was verified after IR-2024-017?,0,1,1,0,router_always_q015_rerank,always_rerank,bm25_vector_rrf_q015_rerank,False,True,Negative-control router: always applies a summary-biased reranker.
query_router_ablation_v0_001,EVAL-0011,cross_document,hard,text,router_oracle_by_type,5,2,2,1.0,1.0,1.0,0.4,1.0,701.52,5,doc_002_safety_rules-chunk-000 | doc_003_incident_report-chunk-002 | doc_002_safety_rules-chunk-002 | doc_002_safety_rules-chunk-001 | doc_003_incident_report-chunk-000,text | text | text | text | text,E1 | E2,Which safety device required by Safety-Regulation-42 was verified after IR-2024-017?,0,0,0,0,router_oracle_by_type,oracle_cross_document,bm25_vector_rrf,False,False,Upper-bound router: chooses the best historical strategy for this question_type.
query_router_ablation_v0_001,EVAL-0012,cross_document,hard,text,router_safe,5,2,2,1.0,1.0,1.0,0.4,1.0,708.51,5,doc_003_incident_report-chunk-002 | doc_004_pipeline_inspection-chunk-001 | doc_003_incident_report-chunk-000 | doc_002_safety_rules-chunk-001 | doc_004_pipeline_inspection-chunk-000,text | table | text | text | text,E1 | E2,Was Pipeline-7A pressure above the alarm threshold during IR-2024-017 inspection?,0,0,0,0,router_safe,multi_evidence,bm25_vector_rrf,False,False,"Multi-evidence questions can contain exact IDs, but need broader BM25+Vector coverage instead of pure BM25."
query_router_ablation_v0_001,EVAL-0012,cross_document,hard,text,router_graph_rerank,5,2,1,1.0,0.5,1.0,0.2,0.5,1490.73,5,doc_003_incident_report-chunk-002 | doc_003_incident_report-chunk-000 | doc_004_pipeline_inspection-chunk-000 | doc_003_incident_report-chunk-003 | doc_003_incident_report-chunk-001,text | text | text | text | text,E1,Was Pipeline-7A pressure above the alarm threshold during IR-2024-017 inspection?,0,0,1,0,router_graph_rerank,graph_enriched,bm25_vector_graph_rrf_query_rerank,True,True,Use Graph-enriched fusion and query-aware rerank for complex questions.
query_router_ablation_v0_001,EVAL-0012,cross_document,hard,text,router_always_q015_rerank,5,2,1,1.0,0.5,0.25,0.2,0.5,708.67,5,doc_003_incident_report-chunk-001 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-003 | doc_003_incident_report-chunk-002 | doc_003_incident_report-chunk-000,text | text | text | text | text,E1,Was Pipeline-7A pressure above the alarm threshold during IR-2024-017 inspection?,0,1,1,0,router_always_q015_rerank,always_rerank,bm25_vector_rrf_q015_rerank,False,True,Negative-control router: always applies a summary-biased reranker.
query_router_ablation_v0_001,EVAL-0012,cross_document,hard,text,router_oracle_by_type,5,2,2,1.0,1.0,1.0,0.4,1.0,708.51,5,doc_003_incident_report-chunk-002 | doc_004_pipeline_inspection-chunk-001 | doc_003_incident_report-chunk-000 | doc_002_safety_rules-chunk-001 | doc_004_pipeline_inspection-chunk-000,text | table | text | text | text,E1 | E2,Was Pipeline-7A pressure above the alarm threshold during IR-2024-017 inspection?,0,0,0,0,router_oracle_by_type,oracle_cross_document,bm25_vector_rrf,False,False,Upper-bound router: chooses the best historical strategy for this question_type.
query_router_ablation_v0_001,EVAL-0013,entity_relation,easy,text,router_safe,5,1,1,1.0,1.0,1.0,0.2,1.0,0.81,5,doc_002_safety_rules-chunk-002 | doc_001_equipment-chunk-002 | doc_002_safety_rules-chunk-000 | doc_001_equipment-chunk-001 | doc_003_incident_report-chunk-000,text | text | text | text | text,E1,Which components must be inspected after an abnormal temperature report from Sensor T-200?,0,0,0,0,router_safe,exact_or_numeric,bm25,False,False,"Exact IDs, entity names, and numeric values are safest with BM25."
query_router_ablation_v0_001,EVAL-0013,entity_relation,easy,text,router_graph_rerank,5,1,1,1.0,1.0,1.0,0.2,1.0,1504.51,5,doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-000 | doc_001_equipment-chunk-001 | doc_001_equipment-chunk-002 | doc_003_incident_report-chunk-003,text | text | text | text | text,E1,Which components must be inspected after an abnormal temperature report from Sensor T-200?,0,0,0,0,router_graph_rerank,graph_enriched,bm25_vector_graph_rrf_query_rerank,True,True,Use Graph-enriched fusion and query-aware rerank for complex questions.
query_router_ablation_v0_001,EVAL-0013,entity_relation,easy,text,router_always_q015_rerank,5,1,1,1.0,1.0,0.3333,0.2,1.0,699.51,5,doc_003_incident_report-chunk-001 | doc_001_equipment-chunk-001 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-003 | doc_002_safety_rules-chunk-000,text | text | text | text | text,E1,Which components must be inspected after an abnormal temperature report from Sensor T-200?,0,1,0,0,router_always_q015_rerank,always_rerank,bm25_vector_rrf_q015_rerank,False,True,Negative-control router: always applies a summary-biased reranker.
query_router_ablation_v0_001,EVAL-0013,entity_relation,easy,text,router_oracle_by_type,5,1,1,1.0,1.0,1.0,0.2,1.0,0.81,5,doc_002_safety_rules-chunk-002 | doc_001_equipment-chunk-002 | doc_002_safety_rules-chunk-000 | doc_001_equipment-chunk-001 | doc_003_incident_report-chunk-000,text | text | text | text | text,E1,Which components must be inspected after an abnormal temperature report from Sensor T-200?,0,0,0,0,router_oracle_by_type,oracle_entity_relation,bm25,False,False,Upper-bound router: chooses the best historical strategy for this question_type.
