run_id,sample_id,question_type,difficulty,modalities,strategy,k,expected_evidence_count,hit_evidence_count,hit_at_k,recall_at_k,mrr,context_precision,context_recall,latency_ms,returned_chunks,chunk_ids,content_types,hit_evidence_ids,question,target_content_types,candidate_space,filtered_candidate_space,candidate_space_reduction,router_route,expected_content_types,content_type_precision,is_multimodal_target
metadata_filter_ablation_v0_001,EVAL-0001,fact,easy,text,vector_metadata_post_filter,3,2,2,1,1.0,1.0,0.3333,1.0,695.51,3,doc_001_equipment-chunk-000 | doc_002_safety_rules-chunk-000 | doc_003_incident_report-chunk-000,text | text | text,E1 | E2,What is BluePump-X100?,text,14,12,0.1429,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0001,fact,easy,text,vector_metadata_post_filter,5,2,2,1,1.0,1.0,0.2,1.0,695.51,5,doc_001_equipment-chunk-000 | doc_002_safety_rules-chunk-000 | doc_003_incident_report-chunk-000 | doc_004_pipeline_inspection-chunk-000 | doc_001_equipment-chunk-001,text | text | text | text | text,E1 | E2,What is BluePump-X100?,text,14,12,0.1429,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0001,fact,easy,text,bm25_vector_rrf_unfiltered,1,2,2,1,1.0,1.0,1.0,1.0,34325.89,1,doc_001_equipment-chunk-000,text,E1 | E2,What is BluePump-X100?,all,14,14,0.0,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0001,fact,easy,text,bm25_vector_rrf_unfiltered,3,2,2,1,1.0,1.0,0.3333,1.0,34325.89,3,doc_001_equipment-chunk-000 | doc_002_safety_rules-chunk-000 | doc_004_pipeline_inspection-chunk-000,text | text | text,E1 | E2,What is BluePump-X100?,all,14,14,0.0,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0001,fact,easy,text,bm25_vector_rrf_unfiltered,5,2,2,1,1.0,1.0,0.2,1.0,34325.89,5,doc_001_equipment-chunk-000 | doc_002_safety_rules-chunk-000 | doc_004_pipeline_inspection-chunk-000 | doc_001_equipment-chunk-003 | doc_002_safety_rules-chunk-001,text | text | text | text | text,E1 | E2,What is BluePump-X100?,all,14,14,0.0,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0001,fact,easy,text,bm25_vector_rrf_metadata_filtered,1,2,2,1,1.0,1.0,1.0,1.0,696.13,1,doc_001_equipment-chunk-000,text,E1 | E2,What is BluePump-X100?,text,14,12,0.1429,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0001,fact,easy,text,bm25_vector_rrf_metadata_filtered,3,2,2,1,1.0,1.0,0.3333,1.0,696.13,3,doc_001_equipment-chunk-000 | doc_002_safety_rules-chunk-000 | doc_004_pipeline_inspection-chunk-000,text | text | text,E1 | E2,What is BluePump-X100?,text,14,12,0.1429,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0001,fact,easy,text,bm25_vector_rrf_metadata_filtered,5,2,2,1,1.0,1.0,0.2,1.0,696.13,5,doc_001_equipment-chunk-000 | doc_002_safety_rules-chunk-000 | doc_004_pipeline_inspection-chunk-000 | doc_001_equipment-chunk-003 | doc_003_incident_report-chunk-000,text | text | text | text | text,E1 | E2,What is BluePump-X100?,text,14,12,0.1429,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0001,fact,easy,text,router_metadata_filter,1,2,2,1,1.0,1.0,1.0,1.0,34325.89,1,doc_001_equipment-chunk-000,text,E1 | E2,What is BluePump-X100?,all,14,14,0.0,unfiltered_text_default,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0001,fact,easy,text,router_metadata_filter,3,2,2,1,1.0,1.0,0.3333,1.0,34325.89,3,doc_001_equipment-chunk-000 | doc_002_safety_rules-chunk-000 | doc_004_pipeline_inspection-chunk-000,text | text | text,E1 | E2,What is BluePump-X100?,all,14,14,0.0,unfiltered_text_default,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0001,fact,easy,text,router_metadata_filter,5,2,2,1,1.0,1.0,0.2,1.0,34325.89,5,doc_001_equipment-chunk-000 | doc_002_safety_rules-chunk-000 | doc_004_pipeline_inspection-chunk-000 | doc_001_equipment-chunk-003 | doc_002_safety_rules-chunk-001,text | text | text | text | text,E1 | E2,What is BluePump-X100?,all,14,14,0.0,unfiltered_text_default,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0002,fact,easy,text,bm25_unfiltered,1,1,1,1,1.0,1.0,1.0,1.0,0.77,1,doc_001_equipment-chunk-000,text,E1,Which pipeline does BluePump-X100 move cooling water through?,all,14,14,0.0,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0002,fact,easy,text,bm25_unfiltered,3,1,1,1,1.0,1.0,0.3333,1.0,0.77,3,doc_001_equipment-chunk-000 | doc_003_incident_report-chunk-001 | doc_001_equipment-chunk-003,text | text | text,E1,Which pipeline does BluePump-X100 move cooling water through?,all,14,14,0.0,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0002,fact,easy,text,bm25_unfiltered,5,1,1,1,1.0,1.0,0.2,1.0,0.77,5,doc_001_equipment-chunk-000 | doc_003_incident_report-chunk-001 | doc_001_equipment-chunk-003 | doc_001_equipment-chunk-001 | doc_002_safety_rules-chunk-000,text | text | text | text | text,E1,Which pipeline does BluePump-X100 move cooling water through?,all,14,14,0.0,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0002,fact,easy,text,bm25_metadata_filtered,1,1,1,1,1.0,1.0,1.0,1.0,0.64,1,doc_001_equipment-chunk-000,text,E1,Which pipeline does BluePump-X100 move cooling water through?,text,14,12,0.1429,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0002,fact,easy,text,bm25_metadata_filtered,3,1,1,1,1.0,1.0,0.3333,1.0,0.64,3,doc_001_equipment-chunk-000 | doc_003_incident_report-chunk-001 | doc_001_equipment-chunk-003,text | text | text,E1,Which pipeline does BluePump-X100 move cooling water through?,text,14,12,0.1429,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0002,fact,easy,text,bm25_metadata_filtered,5,1,1,1,1.0,1.0,0.2,1.0,0.64,5,doc_001_equipment-chunk-000 | doc_003_incident_report-chunk-001 | doc_001_equipment-chunk-003 | doc_001_equipment-chunk-001 | doc_002_safety_rules-chunk-000,text | text | text | text | text,E1,Which pipeline does BluePump-X100 move cooling water through?,text,14,12,0.1429,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0002,fact,easy,text,vector_unfiltered,1,1,1,1,1.0,1.0,1.0,1.0,4966.85,1,doc_001_equipment-chunk-000,text,E1,Which pipeline does BluePump-X100 move cooling water through?,all,14,14,0.0,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0002,fact,easy,text,vector_unfiltered,3,1,1,1,1.0,1.0,0.3333,1.0,4966.85,3,doc_001_equipment-chunk-000 | doc_001_equipment-chunk-003 | doc_004_pipeline_inspection-chunk-002,text | text | image,E1,Which pipeline does BluePump-X100 move cooling water through?,all,14,14,0.0,,text,0.6667,False
metadata_filter_ablation_v0_001,EVAL-0002,fact,easy,text,vector_unfiltered,5,1,1,1,1.0,1.0,0.2,1.0,4966.85,5,doc_001_equipment-chunk-000 | doc_001_equipment-chunk-003 | doc_004_pipeline_inspection-chunk-002 | doc_001_equipment-chunk-001 | doc_002_safety_rules-chunk-000,text | text | image | text | text,E1,Which pipeline does BluePump-X100 move cooling water through?,all,14,14,0.0,,text,0.8,False
metadata_filter_ablation_v0_001,EVAL-0002,fact,easy,text,vector_metadata_post_filter,1,1,1,1,1.0,1.0,1.0,1.0,732.26,1,doc_001_equipment-chunk-000,text,E1,Which pipeline does BluePump-X100 move cooling water through?,text,14,12,0.1429,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0002,fact,easy,text,vector_metadata_post_filter,3,1,1,1,1.0,1.0,0.3333,1.0,732.26,3,doc_001_equipment-chunk-000 | doc_001_equipment-chunk-003 | doc_001_equipment-chunk-001,text | text | text,E1,Which pipeline does BluePump-X100 move cooling water through?,text,14,12,0.1429,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0002,fact,easy,text,vector_metadata_post_filter,5,1,1,1,1.0,1.0,0.2,1.0,732.26,5,doc_001_equipment-chunk-000 | doc_001_equipment-chunk-003 | doc_001_equipment-chunk-001 | doc_002_safety_rules-chunk-000 | doc_004_pipeline_inspection-chunk-000,text | text | text | text | text,E1,Which pipeline does BluePump-X100 move cooling water through?,text,14,12,0.1429,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0002,fact,easy,text,bm25_vector_rrf_unfiltered,1,1,1,1,1.0,1.0,1.0,1.0,4967.67,1,doc_001_equipment-chunk-000,text,E1,Which pipeline does BluePump-X100 move cooling water through?,all,14,14,0.0,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0002,fact,easy,text,bm25_vector_rrf_unfiltered,3,1,1,1,1.0,1.0,0.3333,1.0,4967.67,3,doc_001_equipment-chunk-000 | doc_001_equipment-chunk-003 | doc_001_equipment-chunk-001,text | text | text,E1,Which pipeline does BluePump-X100 move cooling water through?,all,14,14,0.0,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0002,fact,easy,text,bm25_vector_rrf_unfiltered,5,1,1,1,1.0,1.0,0.2,1.0,4967.67,5,doc_001_equipment-chunk-000 | doc_001_equipment-chunk-003 | doc_001_equipment-chunk-001 | doc_004_pipeline_inspection-chunk-002 | doc_002_safety_rules-chunk-000,text | text | text | image | text,E1,Which pipeline does BluePump-X100 move cooling water through?,all,14,14,0.0,,text,0.8,False
metadata_filter_ablation_v0_001,EVAL-0002,fact,easy,text,bm25_vector_rrf_metadata_filtered,1,1,1,1,1.0,1.0,1.0,1.0,732.95,1,doc_001_equipment-chunk-000,text,E1,Which pipeline does BluePump-X100 move cooling water through?,text,14,12,0.1429,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0002,fact,easy,text,bm25_vector_rrf_metadata_filtered,3,1,1,1,1.0,1.0,0.3333,1.0,732.95,3,doc_001_equipment-chunk-000 | doc_001_equipment-chunk-003 | doc_001_equipment-chunk-001,text | text | text,E1,Which pipeline does BluePump-X100 move cooling water through?,text,14,12,0.1429,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0002,fact,easy,text,bm25_vector_rrf_metadata_filtered,5,1,1,1,1.0,1.0,0.2,1.0,732.95,5,doc_001_equipment-chunk-000 | doc_001_equipment-chunk-003 | doc_001_equipment-chunk-001 | doc_002_safety_rules-chunk-000 | doc_003_incident_report-chunk-001,text | text | text | text | text,E1,Which pipeline does BluePump-X100 move cooling water through?,text,14,12,0.1429,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0002,fact,easy,text,router_metadata_filter,1,1,1,1,1.0,1.0,1.0,1.0,4967.67,1,doc_001_equipment-chunk-000,text,E1,Which pipeline does BluePump-X100 move cooling water through?,all,14,14,0.0,unfiltered_text_default,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0002,fact,easy,text,router_metadata_filter,3,1,1,1,1.0,1.0,0.3333,1.0,4967.67,3,doc_001_equipment-chunk-000 | doc_001_equipment-chunk-003 | doc_001_equipment-chunk-001,text | text | text,E1,Which pipeline does BluePump-X100 move cooling water through?,all,14,14,0.0,unfiltered_text_default,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0002,fact,easy,text,router_metadata_filter,5,1,1,1,1.0,1.0,0.2,1.0,4967.67,5,doc_001_equipment-chunk-000 | doc_001_equipment-chunk-003 | doc_001_equipment-chunk-001 | doc_004_pipeline_inspection-chunk-002 | doc_002_safety_rules-chunk-000,text | text | text | image | text,E1,Which pipeline does BluePump-X100 move cooling water through?,all,14,14,0.0,unfiltered_text_default,text,0.8,False
metadata_filter_ablation_v0_001,EVAL-0003,fact,easy,text,bm25_unfiltered,1,2,2,1,1.0,1.0,1.0,1.0,0.69,1,doc_001_equipment-chunk-003,text,E1 | E2,What is Filter-F33?,all,14,14,0.0,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0003,fact,easy,text,bm25_unfiltered,3,2,2,1,1.0,1.0,0.3333,1.0,0.69,3,doc_001_equipment-chunk-003 | doc_003_incident_report-chunk-001 | doc_003_incident_report-chunk-003,text | text | text,E1 | E2,What is Filter-F33?,all,14,14,0.0,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0003,fact,easy,text,bm25_unfiltered,5,2,2,1,1.0,1.0,0.2,1.0,0.69,5,doc_001_equipment-chunk-003 | doc_003_incident_report-chunk-001 | doc_003_incident_report-chunk-003 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-002,text | text | text | text | text,E1 | E2,What is Filter-F33?,all,14,14,0.0,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0003,fact,easy,text,bm25_metadata_filtered,1,2,2,1,1.0,1.0,1.0,1.0,0.55,1,doc_001_equipment-chunk-003,text,E1 | E2,What is Filter-F33?,text,14,12,0.1429,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0003,fact,easy,text,bm25_metadata_filtered,3,2,2,1,1.0,1.0,0.3333,1.0,0.55,3,doc_001_equipment-chunk-003 | doc_003_incident_report-chunk-001 | doc_003_incident_report-chunk-003,text | text | text,E1 | E2,What is Filter-F33?,text,14,12,0.1429,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0003,fact,easy,text,bm25_metadata_filtered,5,2,2,1,1.0,1.0,0.2,1.0,0.55,5,doc_001_equipment-chunk-003 | doc_003_incident_report-chunk-001 | doc_003_incident_report-chunk-003 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-002,text | text | text | text | text,E1 | E2,What is Filter-F33?,text,14,12,0.1429,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0003,fact,easy,text,vector_unfiltered,1,2,2,1,1.0,1.0,1.0,1.0,4349.03,1,doc_001_equipment-chunk-003,text,E1 | E2,What is Filter-F33?,all,14,14,0.0,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0003,fact,easy,text,vector_unfiltered,3,2,2,1,1.0,1.0,0.3333,1.0,4349.03,3,doc_001_equipment-chunk-003 | doc_003_incident_report-chunk-001 | doc_003_incident_report-chunk-003,text | text | text,E1 | E2,What is Filter-F33?,all,14,14,0.0,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0003,fact,easy,text,vector_unfiltered,5,2,2,1,1.0,1.0,0.2,1.0,4349.03,5,doc_001_equipment-chunk-003 | doc_003_incident_report-chunk-001 | doc_003_incident_report-chunk-003 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-002,text | text | text | text | text,E1 | E2,What is Filter-F33?,all,14,14,0.0,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0003,fact,easy,text,vector_metadata_post_filter,1,2,2,1,1.0,1.0,1.0,1.0,719.1,1,doc_001_equipment-chunk-003,text,E1 | E2,What is Filter-F33?,text,14,12,0.1429,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0003,fact,easy,text,vector_metadata_post_filter,3,2,2,1,1.0,1.0,0.3333,1.0,719.1,3,doc_001_equipment-chunk-003 | doc_003_incident_report-chunk-001 | doc_003_incident_report-chunk-003,text | text | text,E1 | E2,What is Filter-F33?,text,14,12,0.1429,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0003,fact,easy,text,vector_metadata_post_filter,5,2,2,1,1.0,1.0,0.2,1.0,719.1,5,doc_001_equipment-chunk-003 | doc_003_incident_report-chunk-001 | doc_003_incident_report-chunk-003 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-002,text | text | text | text | text,E1 | E2,What is Filter-F33?,text,14,12,0.1429,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0003,fact,easy,text,bm25_vector_rrf_unfiltered,1,2,2,1,1.0,1.0,1.0,1.0,4349.78,1,doc_001_equipment-chunk-003,text,E1 | E2,What is Filter-F33?,all,14,14,0.0,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0003,fact,easy,text,bm25_vector_rrf_unfiltered,3,2,2,1,1.0,1.0,0.3333,1.0,4349.78,3,doc_001_equipment-chunk-003 | doc_003_incident_report-chunk-001 | doc_003_incident_report-chunk-003,text | text | text,E1 | E2,What is Filter-F33?,all,14,14,0.0,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0003,fact,easy,text,bm25_vector_rrf_unfiltered,5,2,2,1,1.0,1.0,0.2,1.0,4349.78,5,doc_001_equipment-chunk-003 | doc_003_incident_report-chunk-001 | doc_003_incident_report-chunk-003 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-002,text | text | text | text | text,E1 | E2,What is Filter-F33?,all,14,14,0.0,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0003,fact,easy,text,bm25_vector_rrf_metadata_filtered,1,2,2,1,1.0,1.0,1.0,1.0,719.69,1,doc_001_equipment-chunk-003,text,E1 | E2,What is Filter-F33?,text,14,12,0.1429,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0003,fact,easy,text,bm25_vector_rrf_metadata_filtered,3,2,2,1,1.0,1.0,0.3333,1.0,719.69,3,doc_001_equipment-chunk-003 | doc_003_incident_report-chunk-001 | doc_003_incident_report-chunk-003,text | text | text,E1 | E2,What is Filter-F33?,text,14,12,0.1429,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0003,fact,easy,text,bm25_vector_rrf_metadata_filtered,5,2,2,1,1.0,1.0,0.2,1.0,719.69,5,doc_001_equipment-chunk-003 | doc_003_incident_report-chunk-001 | doc_003_incident_report-chunk-003 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-002,text | text | text | text | text,E1 | E2,What is Filter-F33?,text,14,12,0.1429,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0003,fact,easy,text,router_metadata_filter,1,2,2,1,1.0,1.0,1.0,1.0,4349.78,1,doc_001_equipment-chunk-003,text,E1 | E2,What is Filter-F33?,all,14,14,0.0,unfiltered_text_default,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0003,fact,easy,text,router_metadata_filter,3,2,2,1,1.0,1.0,0.3333,1.0,4349.78,3,doc_001_equipment-chunk-003 | doc_003_incident_report-chunk-001 | doc_003_incident_report-chunk-003,text | text | text,E1 | E2,What is Filter-F33?,all,14,14,0.0,unfiltered_text_default,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0003,fact,easy,text,router_metadata_filter,5,2,2,1,1.0,1.0,0.2,1.0,4349.78,5,doc_001_equipment-chunk-003 | doc_003_incident_report-chunk-001 | doc_003_incident_report-chunk-003 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-002,text | text | text | text | text,E1 | E2,What is Filter-F33?,all,14,14,0.0,unfiltered_text_default,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0004,entity_relation,easy,text,bm25_unfiltered,1,1,1,1,1.0,1.0,1.0,1.0,0.76,1,doc_002_safety_rules-chunk-000,text,E1,What does Safety-Regulation-42 require for BluePump-X100?,all,14,14,0.0,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0004,entity_relation,easy,text,bm25_unfiltered,3,1,1,1,1.0,1.0,0.3333,1.0,0.76,3,doc_002_safety_rules-chunk-000 | doc_002_safety_rules-chunk-002 | doc_002_safety_rules-chunk-001,text | text | text,E1,What does Safety-Regulation-42 require for BluePump-X100?,all,14,14,0.0,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0004,entity_relation,easy,text,bm25_unfiltered,5,1,1,1,1.0,1.0,0.2,1.0,0.76,5,doc_002_safety_rules-chunk-000 | doc_002_safety_rules-chunk-002 | doc_002_safety_rules-chunk-001 | doc_003_incident_report-chunk-000 | doc_001_equipment-chunk-000,text | text | text | text | text,E1,What does Safety-Regulation-42 require for BluePump-X100?,all,14,14,0.0,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0004,entity_relation,easy,text,bm25_metadata_filtered,1,1,1,1,1.0,1.0,1.0,1.0,0.68,1,doc_002_safety_rules-chunk-000,text,E1,What does Safety-Regulation-42 require for BluePump-X100?,text,14,12,0.1429,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0004,entity_relation,easy,text,bm25_metadata_filtered,3,1,1,1,1.0,1.0,0.3333,1.0,0.68,3,doc_002_safety_rules-chunk-000 | doc_002_safety_rules-chunk-001 | doc_002_safety_rules-chunk-002,text | text | text,E1,What does Safety-Regulation-42 require for BluePump-X100?,text,14,12,0.1429,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0004,entity_relation,easy,text,bm25_metadata_filtered,5,1,1,1,1.0,1.0,0.2,1.0,0.68,5,doc_002_safety_rules-chunk-000 | doc_002_safety_rules-chunk-001 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-000 | doc_001_equipment-chunk-000,text | text | text | text | text,E1,What does Safety-Regulation-42 require for BluePump-X100?,text,14,12,0.1429,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0004,entity_relation,easy,text,vector_unfiltered,1,1,1,1,1.0,1.0,1.0,1.0,6978.06,1,doc_002_safety_rules-chunk-000,text,E1,What does Safety-Regulation-42 require for BluePump-X100?,all,14,14,0.0,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0004,entity_relation,easy,text,vector_unfiltered,3,1,1,1,1.0,1.0,0.3333,1.0,6978.06,3,doc_002_safety_rules-chunk-000 | doc_002_safety_rules-chunk-002 | doc_001_equipment-chunk-000,text | text | text,E1,What does Safety-Regulation-42 require for BluePump-X100?,all,14,14,0.0,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0004,entity_relation,easy,text,vector_unfiltered,5,1,1,1,1.0,1.0,0.2,1.0,6978.06,5,doc_002_safety_rules-chunk-000 | doc_002_safety_rules-chunk-002 | doc_001_equipment-chunk-000 | doc_002_safety_rules-chunk-001 | doc_003_incident_report-chunk-002,text | text | text | text | text,E1,What does Safety-Regulation-42 require for BluePump-X100?,all,14,14,0.0,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0004,entity_relation,easy,text,vector_metadata_post_filter,1,1,1,1,1.0,1.0,1.0,1.0,708.76,1,doc_002_safety_rules-chunk-000,text,E1,What does Safety-Regulation-42 require for BluePump-X100?,text,14,12,0.1429,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0004,entity_relation,easy,text,vector_metadata_post_filter,3,1,1,1,1.0,1.0,0.3333,1.0,708.76,3,doc_002_safety_rules-chunk-000 | doc_002_safety_rules-chunk-002 | doc_001_equipment-chunk-000,text | text | text,E1,What does Safety-Regulation-42 require for BluePump-X100?,text,14,12,0.1429,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0004,entity_relation,easy,text,vector_metadata_post_filter,5,1,1,1,1.0,1.0,0.2,1.0,708.76,5,doc_002_safety_rules-chunk-000 | doc_002_safety_rules-chunk-002 | doc_001_equipment-chunk-000 | doc_002_safety_rules-chunk-001 | doc_003_incident_report-chunk-002,text | text | text | text | text,E1,What does Safety-Regulation-42 require for BluePump-X100?,text,14,12,0.1429,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0004,entity_relation,easy,text,bm25_vector_rrf_unfiltered,1,1,1,1,1.0,1.0,1.0,1.0,6978.87,1,doc_002_safety_rules-chunk-000,text,E1,What does Safety-Regulation-42 require for BluePump-X100?,all,14,14,0.0,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0004,entity_relation,easy,text,bm25_vector_rrf_unfiltered,3,1,1,1,1.0,1.0,0.3333,1.0,6978.87,3,doc_002_safety_rules-chunk-000 | doc_002_safety_rules-chunk-002 | doc_002_safety_rules-chunk-001,text | text | text,E1,What does Safety-Regulation-42 require for BluePump-X100?,all,14,14,0.0,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0004,entity_relation,easy,text,bm25_vector_rrf_unfiltered,5,1,1,1,1.0,1.0,0.2,1.0,6978.87,5,doc_002_safety_rules-chunk-000 | doc_002_safety_rules-chunk-002 | doc_002_safety_rules-chunk-001 | doc_001_equipment-chunk-000 | doc_003_incident_report-chunk-000,text | text | text | text | text,E1,What does Safety-Regulation-42 require for BluePump-X100?,all,14,14,0.0,,text,1.0,False
