run_id,sample_id,question_type,difficulty,modalities,strategy,k,expected_evidence_count,hit_evidence_count,hit_at_k,recall_at_k,mrr,context_precision,context_recall,latency_ms,returned_chunks,chunk_ids,content_types,hit_evidence_ids,question
hybrid_retrieval_v0_001,EVAL-0001,fact,easy,text,bm25_vector_rrf,3,2,2,1,1.0,1.0,0.3333,1.0,34990.5,3,doc_001_equipment-chunk-000 | doc_002_safety_rules-chunk-000 | doc_004_pipeline_inspection-chunk-000,text | text | text,E1 | E2,What is BluePump-X100?
hybrid_retrieval_v0_001,EVAL-0001,fact,easy,text,bm25_vector_rrf,5,2,2,1,1.0,1.0,0.2,1.0,34990.5,5,doc_001_equipment-chunk-000 | doc_002_safety_rules-chunk-000 | doc_004_pipeline_inspection-chunk-000 | doc_001_equipment-chunk-003 | doc_002_safety_rules-chunk-001,text | text | text | text | text,E1 | E2,What is BluePump-X100?
hybrid_retrieval_v0_001,EVAL-0001,fact,easy,text,bm25_vector_rrf,10,2,2,1,1.0,1.0,0.1,1.0,34990.5,10,doc_001_equipment-chunk-000 | doc_002_safety_rules-chunk-000 | doc_004_pipeline_inspection-chunk-000 | doc_001_equipment-chunk-003 | doc_002_safety_rules-chunk-001 | doc_003_incident_report-chunk-000 | doc_004_pipeline_inspection-chunk-002 | doc_001_equipment-chunk-001 | doc_003_incident_report-chunk-002 | doc_002_safety_rules-chunk-002,text | text | text | text | text | text | image | text | text | text,E1 | E2,What is BluePump-X100?
hybrid_retrieval_v0_001,EVAL-0001,fact,easy,text,bm25_vector_graph_rrf,1,2,2,1,1.0,1.0,1.0,1.0,39102.55,1,doc_001_equipment-chunk-000,text,E1 | E2,What is BluePump-X100?
hybrid_retrieval_v0_001,EVAL-0001,fact,easy,text,bm25_vector_graph_rrf,3,2,2,1,1.0,1.0,0.3333,1.0,39102.55,3,doc_001_equipment-chunk-000 | doc_002_safety_rules-chunk-000 | doc_003_incident_report-chunk-000,text | text | text,E1 | E2,What is BluePump-X100?
hybrid_retrieval_v0_001,EVAL-0001,fact,easy,text,bm25_vector_graph_rrf,5,2,2,1,1.0,1.0,0.2,1.0,39102.55,5,doc_001_equipment-chunk-000 | doc_002_safety_rules-chunk-000 | doc_003_incident_report-chunk-000 | doc_001_equipment-chunk-003 | doc_001_equipment-chunk-001,text | text | text | text | text,E1 | E2,What is BluePump-X100?
hybrid_retrieval_v0_001,EVAL-0001,fact,easy,text,bm25_vector_graph_rrf,10,2,2,1,1.0,1.0,0.1,1.0,39102.55,10,doc_001_equipment-chunk-000 | doc_002_safety_rules-chunk-000 | doc_003_incident_report-chunk-000 | doc_001_equipment-chunk-003 | doc_001_equipment-chunk-001 | doc_003_incident_report-chunk-002 | doc_002_safety_rules-chunk-001 | doc_002_safety_rules-chunk-002 | doc_004_pipeline_inspection-chunk-000 | doc_004_pipeline_inspection-chunk-002,text | text | text | text | text | text | text | text | text | image,E1 | E2,What is BluePump-X100?
hybrid_retrieval_v0_001,EVAL-0002,fact,easy,text,bm25,1,1,1,1,1.0,1.0,1.0,1.0,0.77,1,doc_001_equipment-chunk-000,text,E1,Which pipeline does BluePump-X100 move cooling water through?
hybrid_retrieval_v0_001,EVAL-0002,fact,easy,text,bm25,3,1,1,1,1.0,1.0,0.3333,1.0,0.77,3,doc_001_equipment-chunk-000 | doc_003_incident_report-chunk-001 | doc_001_equipment-chunk-003,text | text | text,E1,Which pipeline does BluePump-X100 move cooling water through?
hybrid_retrieval_v0_001,EVAL-0002,fact,easy,text,bm25,5,1,1,1,1.0,1.0,0.2,1.0,0.77,5,doc_001_equipment-chunk-000 | doc_003_incident_report-chunk-001 | doc_001_equipment-chunk-003 | doc_001_equipment-chunk-001 | doc_002_safety_rules-chunk-000,text | text | text | text | text,E1,Which pipeline does BluePump-X100 move cooling water through?
hybrid_retrieval_v0_001,EVAL-0002,fact,easy,text,bm25,10,1,1,1,1.0,1.0,0.1,1.0,0.77,10,doc_001_equipment-chunk-000 | doc_003_incident_report-chunk-001 | doc_001_equipment-chunk-003 | doc_001_equipment-chunk-001 | doc_002_safety_rules-chunk-000 | doc_004_pipeline_inspection-chunk-000 | doc_004_pipeline_inspection-chunk-002 | doc_003_incident_report-chunk-002 | doc_003_incident_report-chunk-000 | doc_002_safety_rules-chunk-002,text | text | text | text | text | text | image | text | text | text,E1,Which pipeline does BluePump-X100 move cooling water through?
hybrid_retrieval_v0_001,EVAL-0002,fact,easy,text,vector,1,1,1,1,1.0,1.0,1.0,1.0,4984.06,1,doc_001_equipment-chunk-000,text,E1,Which pipeline does BluePump-X100 move cooling water through?
hybrid_retrieval_v0_001,EVAL-0002,fact,easy,text,vector,3,1,1,1,1.0,1.0,0.3333,1.0,4984.06,3,doc_001_equipment-chunk-000 | doc_001_equipment-chunk-003 | doc_004_pipeline_inspection-chunk-002,text | text | image,E1,Which pipeline does BluePump-X100 move cooling water through?
hybrid_retrieval_v0_001,EVAL-0002,fact,easy,text,vector,5,1,1,1,1.0,1.0,0.2,1.0,4984.06,5,doc_001_equipment-chunk-000 | doc_001_equipment-chunk-003 | doc_004_pipeline_inspection-chunk-002 | doc_001_equipment-chunk-001 | doc_002_safety_rules-chunk-000,text | text | image | text | text,E1,Which pipeline does BluePump-X100 move cooling water through?
hybrid_retrieval_v0_001,EVAL-0002,fact,easy,text,vector,10,1,1,1,1.0,1.0,0.1,1.0,4984.06,10,doc_001_equipment-chunk-000 | doc_001_equipment-chunk-003 | doc_004_pipeline_inspection-chunk-002 | doc_001_equipment-chunk-001 | doc_002_safety_rules-chunk-000 | doc_004_pipeline_inspection-chunk-000 | doc_003_incident_report-chunk-002 | doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-001 | doc_002_safety_rules-chunk-001,text | text | image | text | text | text | text | text | text | text,E1,Which pipeline does BluePump-X100 move cooling water through?
hybrid_retrieval_v0_001,EVAL-0002,fact,easy,text,graph,1,1,1,1,1.0,1.0,1.0,1.0,4861.6,1,doc_001_equipment-chunk-000,text,E1,Which pipeline does BluePump-X100 move cooling water through?
hybrid_retrieval_v0_001,EVAL-0002,fact,easy,text,graph,3,1,1,1,1.0,1.0,0.3333,1.0,4861.6,3,doc_001_equipment-chunk-000 | doc_001_equipment-chunk-003 | doc_001_equipment-chunk-001,text | text | text,E1,Which pipeline does BluePump-X100 move cooling water through?
hybrid_retrieval_v0_001,EVAL-0002,fact,easy,text,graph,5,1,1,1,1.0,1.0,0.2,1.0,4861.6,5,doc_001_equipment-chunk-000 | doc_001_equipment-chunk-003 | doc_001_equipment-chunk-001 | doc_002_safety_rules-chunk-000 | doc_003_incident_report-chunk-002,text | text | text | text | text,E1,Which pipeline does BluePump-X100 move cooling water through?
hybrid_retrieval_v0_001,EVAL-0002,fact,easy,text,graph,10,1,1,1,1.0,1.0,0.1,1.0,4861.6,10,doc_001_equipment-chunk-000 | doc_001_equipment-chunk-003 | doc_001_equipment-chunk-001 | doc_002_safety_rules-chunk-000 | doc_003_incident_report-chunk-002 | doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-001 | doc_002_safety_rules-chunk-001 | doc_001_equipment-chunk-002 | doc_002_safety_rules-chunk-002,text | text | text | text | text | text | text | text | text | text,E1,Which pipeline does BluePump-X100 move cooling water through?
hybrid_retrieval_v0_001,EVAL-0002,fact,easy,text,bm25_vector_rrf,1,1,1,1,1.0,1.0,1.0,1.0,4984.89,1,doc_001_equipment-chunk-000,text,E1,Which pipeline does BluePump-X100 move cooling water through?
hybrid_retrieval_v0_001,EVAL-0002,fact,easy,text,bm25_vector_rrf,3,1,1,1,1.0,1.0,0.3333,1.0,4984.89,3,doc_001_equipment-chunk-000 | doc_001_equipment-chunk-003 | doc_001_equipment-chunk-001,text | text | text,E1,Which pipeline does BluePump-X100 move cooling water through?
hybrid_retrieval_v0_001,EVAL-0002,fact,easy,text,bm25_vector_rrf,5,1,1,1,1.0,1.0,0.2,1.0,4984.89,5,doc_001_equipment-chunk-000 | doc_001_equipment-chunk-003 | doc_001_equipment-chunk-001 | doc_004_pipeline_inspection-chunk-002 | doc_002_safety_rules-chunk-000,text | text | text | image | text,E1,Which pipeline does BluePump-X100 move cooling water through?
hybrid_retrieval_v0_001,EVAL-0002,fact,easy,text,bm25_vector_rrf,10,1,1,1,1.0,1.0,0.1,1.0,4984.89,10,doc_001_equipment-chunk-000 | doc_001_equipment-chunk-003 | doc_001_equipment-chunk-001 | doc_004_pipeline_inspection-chunk-002 | doc_002_safety_rules-chunk-000 | doc_003_incident_report-chunk-001 | doc_004_pipeline_inspection-chunk-000 | doc_003_incident_report-chunk-002 | doc_003_incident_report-chunk-000 | doc_002_safety_rules-chunk-001,text | text | text | image | text | text | text | text | text | text,E1,Which pipeline does BluePump-X100 move cooling water through?
hybrid_retrieval_v0_001,EVAL-0002,fact,easy,text,bm25_vector_graph_rrf,1,1,1,1,1.0,1.0,1.0,1.0,9846.48,1,doc_001_equipment-chunk-000,text,E1,Which pipeline does BluePump-X100 move cooling water through?
hybrid_retrieval_v0_001,EVAL-0002,fact,easy,text,bm25_vector_graph_rrf,3,1,1,1,1.0,1.0,0.3333,1.0,9846.48,3,doc_001_equipment-chunk-000 | doc_001_equipment-chunk-003 | doc_001_equipment-chunk-001,text | text | text,E1,Which pipeline does BluePump-X100 move cooling water through?
hybrid_retrieval_v0_001,EVAL-0002,fact,easy,text,bm25_vector_graph_rrf,5,1,1,1,1.0,1.0,0.2,1.0,9846.48,5,doc_001_equipment-chunk-000 | doc_001_equipment-chunk-003 | doc_001_equipment-chunk-001 | doc_002_safety_rules-chunk-000 | doc_003_incident_report-chunk-001,text | text | text | text | text,E1,Which pipeline does BluePump-X100 move cooling water through?
hybrid_retrieval_v0_001,EVAL-0002,fact,easy,text,bm25_vector_graph_rrf,10,1,1,1,1.0,1.0,0.1,1.0,9846.48,10,doc_001_equipment-chunk-000 | doc_001_equipment-chunk-003 | doc_001_equipment-chunk-001 | doc_002_safety_rules-chunk-000 | doc_003_incident_report-chunk-001 | doc_003_incident_report-chunk-002 | doc_003_incident_report-chunk-000 | doc_004_pipeline_inspection-chunk-002 | doc_004_pipeline_inspection-chunk-000 | doc_002_safety_rules-chunk-001,text | text | text | text | text | text | text | image | text | text,E1,Which pipeline does BluePump-X100 move cooling water through?
hybrid_retrieval_v0_001,EVAL-0003,fact,easy,text,bm25,1,2,2,1,1.0,1.0,1.0,1.0,0.76,1,doc_001_equipment-chunk-003,text,E1 | E2,What is Filter-F33?
hybrid_retrieval_v0_001,EVAL-0003,fact,easy,text,bm25,3,2,2,1,1.0,1.0,0.3333,1.0,0.76,3,doc_001_equipment-chunk-003 | doc_003_incident_report-chunk-001 | doc_003_incident_report-chunk-003,text | text | text,E1 | E2,What is Filter-F33?
hybrid_retrieval_v0_001,EVAL-0003,fact,easy,text,bm25,5,2,2,1,1.0,1.0,0.2,1.0,0.76,5,doc_001_equipment-chunk-003 | doc_003_incident_report-chunk-001 | doc_003_incident_report-chunk-003 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-002,text | text | text | text | text,E1 | E2,What is Filter-F33?
hybrid_retrieval_v0_001,EVAL-0003,fact,easy,text,bm25,10,2,2,1,1.0,1.0,0.1,1.0,0.76,10,doc_001_equipment-chunk-003 | doc_003_incident_report-chunk-001 | doc_003_incident_report-chunk-003 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-002 | doc_002_safety_rules-chunk-001 | doc_001_equipment-chunk-000 | doc_001_equipment-chunk-001 | doc_001_equipment-chunk-002 | doc_002_safety_rules-chunk-000,text | text | text | text | text | text | text | text | text | text,E1 | E2,What is Filter-F33?
hybrid_retrieval_v0_001,EVAL-0003,fact,easy,text,vector,1,2,2,1,1.0,1.0,1.0,1.0,4367.12,1,doc_001_equipment-chunk-003,text,E1 | E2,What is Filter-F33?
hybrid_retrieval_v0_001,EVAL-0003,fact,easy,text,vector,3,2,2,1,1.0,1.0,0.3333,1.0,4367.12,3,doc_001_equipment-chunk-003 | doc_003_incident_report-chunk-001 | doc_003_incident_report-chunk-003,text | text | text,E1 | E2,What is Filter-F33?
hybrid_retrieval_v0_001,EVAL-0003,fact,easy,text,vector,5,2,2,1,1.0,1.0,0.2,1.0,4367.12,5,doc_001_equipment-chunk-003 | doc_003_incident_report-chunk-001 | doc_003_incident_report-chunk-003 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-002,text | text | text | text | text,E1 | E2,What is Filter-F33?
hybrid_retrieval_v0_001,EVAL-0003,fact,easy,text,vector,10,2,2,1,1.0,1.0,0.1,1.0,4367.12,10,doc_001_equipment-chunk-003 | doc_003_incident_report-chunk-001 | doc_003_incident_report-chunk-003 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-002 | doc_004_pipeline_inspection-chunk-001 | doc_002_safety_rules-chunk-001 | doc_002_safety_rules-chunk-000 | doc_004_pipeline_inspection-chunk-002 | doc_001_equipment-chunk-000,text | text | text | text | text | table | text | text | image | text,E1 | E2,What is Filter-F33?
hybrid_retrieval_v0_001,EVAL-0003,fact,easy,text,graph,1,2,2,1,1.0,1.0,1.0,1.0,3838.85,1,doc_001_equipment-chunk-003,text,E1 | E2,What is Filter-F33?
hybrid_retrieval_v0_001,EVAL-0003,fact,easy,text,graph,3,2,2,1,1.0,1.0,0.3333,1.0,3838.85,3,doc_001_equipment-chunk-003 | doc_003_incident_report-chunk-001 | doc_003_incident_report-chunk-003,text | text | text,E1 | E2,What is Filter-F33?
hybrid_retrieval_v0_001,EVAL-0003,fact,easy,text,graph,5,2,2,1,1.0,1.0,0.2,1.0,3838.85,5,doc_001_equipment-chunk-003 | doc_003_incident_report-chunk-001 | doc_003_incident_report-chunk-003 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-002,text | text | text | text | text,E1 | E2,What is Filter-F33?
hybrid_retrieval_v0_001,EVAL-0003,fact,easy,text,graph,10,2,2,1,1.0,1.0,0.1,1.0,3838.85,10,doc_001_equipment-chunk-003 | doc_003_incident_report-chunk-001 | doc_003_incident_report-chunk-003 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-002 | doc_002_safety_rules-chunk-001 | doc_002_safety_rules-chunk-000 | doc_001_equipment-chunk-000 | doc_001_equipment-chunk-001 | doc_001_equipment-chunk-002,text | text | text | text | text | text | text | text | text | text,E1 | E2,What is Filter-F33?
hybrid_retrieval_v0_001,EVAL-0003,fact,easy,text,bm25_vector_rrf,1,2,2,1,1.0,1.0,1.0,1.0,4367.95,1,doc_001_equipment-chunk-003,text,E1 | E2,What is Filter-F33?
hybrid_retrieval_v0_001,EVAL-0003,fact,easy,text,bm25_vector_rrf,3,2,2,1,1.0,1.0,0.3333,1.0,4367.95,3,doc_001_equipment-chunk-003 | doc_003_incident_report-chunk-001 | doc_003_incident_report-chunk-003,text | text | text,E1 | E2,What is Filter-F33?
hybrid_retrieval_v0_001,EVAL-0003,fact,easy,text,bm25_vector_rrf,5,2,2,1,1.0,1.0,0.2,1.0,4367.95,5,doc_001_equipment-chunk-003 | doc_003_incident_report-chunk-001 | doc_003_incident_report-chunk-003 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-002,text | text | text | text | text,E1 | E2,What is Filter-F33?
hybrid_retrieval_v0_001,EVAL-0003,fact,easy,text,bm25_vector_rrf,10,2,2,1,1.0,1.0,0.1,1.0,4367.95,10,doc_001_equipment-chunk-003 | doc_003_incident_report-chunk-001 | doc_003_incident_report-chunk-003 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-002 | doc_002_safety_rules-chunk-001 | doc_001_equipment-chunk-000 | doc_002_safety_rules-chunk-000 | doc_004_pipeline_inspection-chunk-001 | doc_001_equipment-chunk-001,text | text | text | text | text | text | text | text | table | text,E1 | E2,What is Filter-F33?
hybrid_retrieval_v0_001,EVAL-0003,fact,easy,text,bm25_vector_graph_rrf,1,2,2,1,1.0,1.0,1.0,1.0,8206.79,1,doc_001_equipment-chunk-003,text,E1 | E2,What is Filter-F33?
hybrid_retrieval_v0_001,EVAL-0003,fact,easy,text,bm25_vector_graph_rrf,3,2,2,1,1.0,1.0,0.3333,1.0,8206.79,3,doc_001_equipment-chunk-003 | doc_003_incident_report-chunk-001 | doc_003_incident_report-chunk-003,text | text | text,E1 | E2,What is Filter-F33?
hybrid_retrieval_v0_001,EVAL-0003,fact,easy,text,bm25_vector_graph_rrf,5,2,2,1,1.0,1.0,0.2,1.0,8206.79,5,doc_001_equipment-chunk-003 | doc_003_incident_report-chunk-001 | doc_003_incident_report-chunk-003 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-002,text | text | text | text | text,E1 | E2,What is Filter-F33?
hybrid_retrieval_v0_001,EVAL-0003,fact,easy,text,bm25_vector_graph_rrf,10,2,2,1,1.0,1.0,0.1,1.0,8206.79,10,doc_001_equipment-chunk-003 | doc_003_incident_report-chunk-001 | doc_003_incident_report-chunk-003 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-002 | doc_002_safety_rules-chunk-001 | doc_002_safety_rules-chunk-000 | doc_001_equipment-chunk-000 | doc_001_equipment-chunk-001 | doc_001_equipment-chunk-002,text | text | text | text | text | text | text | text | text | text,E1 | E2,What is Filter-F33?
hybrid_retrieval_v0_001,EVAL-0004,entity_relation,easy,text,bm25,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1,doc_002_safety_rules-chunk-000,text,E1,What does Safety-Regulation-42 require for BluePump-X100?
hybrid_retrieval_v0_001,EVAL-0004,entity_relation,easy,text,bm25,3,1,1,1,1.0,1.0,0.3333,1.0,1.0,3,doc_002_safety_rules-chunk-000 | doc_002_safety_rules-chunk-002 | doc_002_safety_rules-chunk-001,text | text | text,E1,What does Safety-Regulation-42 require for BluePump-X100?
hybrid_retrieval_v0_001,EVAL-0004,entity_relation,easy,text,bm25,5,1,1,1,1.0,1.0,0.2,1.0,1.0,5,doc_002_safety_rules-chunk-000 | doc_002_safety_rules-chunk-002 | doc_002_safety_rules-chunk-001 | doc_003_incident_report-chunk-000 | doc_001_equipment-chunk-000,text | text | text | text | text,E1,What does Safety-Regulation-42 require for BluePump-X100?
hybrid_retrieval_v0_001,EVAL-0004,entity_relation,easy,text,bm25,10,1,1,1,1.0,1.0,0.1,1.0,1.0,10,doc_002_safety_rules-chunk-000 | doc_002_safety_rules-chunk-002 | doc_002_safety_rules-chunk-001 | doc_003_incident_report-chunk-000 | doc_001_equipment-chunk-000 | doc_004_pipeline_inspection-chunk-000 | doc_001_equipment-chunk-003 | doc_004_pipeline_inspection-chunk-002 | doc_003_incident_report-chunk-002 | doc_001_equipment-chunk-001,text | text | text | text | text | text | text | image | text | text,E1,What does Safety-Regulation-42 require for BluePump-X100?
hybrid_retrieval_v0_001,EVAL-0004,entity_relation,easy,text,vector,1,1,1,1,1.0,1.0,1.0,1.0,7171.64,1,doc_002_safety_rules-chunk-000,text,E1,What does Safety-Regulation-42 require for BluePump-X100?
hybrid_retrieval_v0_001,EVAL-0004,entity_relation,easy,text,vector,3,1,1,1,1.0,1.0,0.3333,1.0,7171.64,3,doc_002_safety_rules-chunk-000 | doc_002_safety_rules-chunk-002 | doc_001_equipment-chunk-000,text | text | text,E1,What does Safety-Regulation-42 require for BluePump-X100?
hybrid_retrieval_v0_001,EVAL-0004,entity_relation,easy,text,vector,5,1,1,1,1.0,1.0,0.2,1.0,7171.64,5,doc_002_safety_rules-chunk-000 | doc_002_safety_rules-chunk-002 | doc_001_equipment-chunk-000 | doc_002_safety_rules-chunk-001 | doc_003_incident_report-chunk-002,text | text | text | text | text,E1,What does Safety-Regulation-42 require for BluePump-X100?
hybrid_retrieval_v0_001,EVAL-0004,entity_relation,easy,text,vector,10,1,1,1,1.0,1.0,0.1,1.0,7171.64,10,doc_002_safety_rules-chunk-000 | doc_002_safety_rules-chunk-002 | doc_001_equipment-chunk-000 | doc_002_safety_rules-chunk-001 | doc_003_incident_report-chunk-002 | doc_003_incident_report-chunk-000 | doc_001_equipment-chunk-001 | doc_004_pipeline_inspection-chunk-000 | doc_001_equipment-chunk-003 | doc_004_pipeline_inspection-chunk-002,text | text | text | text | text | text | text | text | text | image,E1,What does Safety-Regulation-42 require for BluePump-X100?
hybrid_retrieval_v0_001,EVAL-0004,entity_relation,easy,text,graph,1,1,1,1,1.0,1.0,1.0,1.0,4857.13,1,doc_002_safety_rules-chunk-000,text,E1,What does Safety-Regulation-42 require for BluePump-X100?
hybrid_retrieval_v0_001,EVAL-0004,entity_relation,easy,text,graph,3,1,1,1,1.0,1.0,0.3333,1.0,4857.13,3,doc_002_safety_rules-chunk-000 | doc_002_safety_rules-chunk-002 | doc_001_equipment-chunk-000,text | text | text,E1,What does Safety-Regulation-42 require for BluePump-X100?
hybrid_retrieval_v0_001,EVAL-0004,entity_relation,easy,text,graph,5,1,1,1,1.0,1.0,0.2,1.0,4857.13,5,doc_002_safety_rules-chunk-000 | doc_002_safety_rules-chunk-002 | doc_001_equipment-chunk-000 | doc_002_safety_rules-chunk-001 | doc_003_incident_report-chunk-002,text | text | text | text | text,E1,What does Safety-Regulation-42 require for BluePump-X100?
hybrid_retrieval_v0_001,EVAL-0004,entity_relation,easy,text,graph,10,1,1,1,1.0,1.0,0.1,1.0,4857.13,10,doc_002_safety_rules-chunk-000 | doc_002_safety_rules-chunk-002 | doc_001_equipment-chunk-000 | doc_002_safety_rules-chunk-001 | doc_003_incident_report-chunk-002 | doc_003_incident_report-chunk-000 | doc_001_equipment-chunk-001 | doc_001_equipment-chunk-003 | doc_001_equipment-chunk-002 | doc_003_incident_report-chunk-003,text | text | text | text | text | text | text | text | text | text,E1,What does Safety-Regulation-42 require for BluePump-X100?
hybrid_retrieval_v0_001,EVAL-0004,entity_relation,easy,text,bm25_vector_rrf,1,1,1,1,1.0,1.0,1.0,1.0,7172.7,1,doc_002_safety_rules-chunk-000,text,E1,What does Safety-Regulation-42 require for BluePump-X100?
hybrid_retrieval_v0_001,EVAL-0004,entity_relation,easy,text,bm25_vector_rrf,3,1,1,1,1.0,1.0,0.3333,1.0,7172.7,3,doc_002_safety_rules-chunk-000 | doc_002_safety_rules-chunk-002 | doc_002_safety_rules-chunk-001,text | text | text,E1,What does Safety-Regulation-42 require for BluePump-X100?
hybrid_retrieval_v0_001,EVAL-0004,entity_relation,easy,text,bm25_vector_rrf,5,1,1,1,1.0,1.0,0.2,1.0,7172.7,5,doc_002_safety_rules-chunk-000 | doc_002_safety_rules-chunk-002 | doc_002_safety_rules-chunk-001 | doc_001_equipment-chunk-000 | doc_003_incident_report-chunk-000,text | text | text | text | text,E1,What does Safety-Regulation-42 require for BluePump-X100?
